dialogue_id,predicted_class,predicted_label,confidence
20180719-182453_233_live,0,expressed_donate_did,0.8065157532691956
20180719-204358_391_live,0,expressed_donate_did,0.8273662090301513
20180719-211846_176_live,0,expressed_donate_did,0.8275524258613587
20180723-042342_809_live,3,no_express_no_donate,0.9081550598144531
20180723-070336_48_live,3,no_express_no_donate,0.7893365144729614
20180723-091102_738_live,3,no_express_no_donate,0.7896267294883728
20180723-100140_767_live,0,expressed_donate_did,0.794398033618927
20180723-103902_895_live,0,expressed_donate_did,0.7997255206108094
20180723-105210_403_live,3,no_express_no_donate,0.7581981658935547
20180723-113700_19_live,0,expressed_donate_did,0.7562434911727905
20180723-122005_335_live,5,unclear_no_donate,0.8709187358617783
20180808-020257_457_live,1,expressed_donate_donated,0.9551446676254273
20180808-030454_242_live,1,expressed_donate_donated,0.9508620500564575
20180808-050533_601_live,3,no_express_no_donate,0.8674628853797912
20180808-070517_921_live,0,expressed_donate_did,0.774148416519165
20180808-075748_956_live,0,expressed_donate_did,0.873867642879486
20180808-075816_12_live,1,expressed_donate_donated,0.9354747414588929
20180808-081317_142_live,5,unclear_no_donate,0.857878640294075
20180824-015242_301_live,3,no_express_no_donate,0.890811875462532
20180824-022709_450_live,0,expressed_donate_did,0.8097339272499084
20180825-044358_663_live,0,expressed_donate_did,0.7989182710647583
20180825-053544_897_live,0,expressed_donate_did,0.8608860373497009
20180825-054948_621_live,3,no_express_no_donate,0.7836114764213562
20180825-071316_761_live,0,expressed_donate_did,0.831026804447174
20180825-075913_208_live,3,no_express_no_donate,0.724927031993866
20180825-081502_364_live,0,expressed_donate_did,0.8307582616806031
20180825-082635_438_live,1,expressed_donate_donated,0.9011244773864746
20180826-020520_686_live,0,expressed_donate_did,0.8686489015817642
20180826-053845_531_live,1,expressed_donate_donated,0.9625285267829895
20180826-055352_947_live,1,expressed_donate_donated,0.8976959705352783
20180826-064412_288_live,5,unclear_no_donate,0.8470661342144012
20180826-175345_318_live,0,expressed_donate_did,0.8410908460617066
20180826-175705_624_live,0,expressed_donate_did,0.8771028220653534
20180826-180314_928_live,0,expressed_donate_did,0.7864215135574341
20180826-182048_519_live,0,expressed_donate_did,0.8018682479858399
20180827-034056_964_live,3,no_express_no_donate,0.931114673614502
20180827-053243_818_live,3,no_express_no_donate,0.8665196180343628
20180903-111245_955_live,1,expressed_donate_donated,0.8639782547950745
20180903-132332_521_live,3,no_express_no_donate,0.7921280860900879
20180904-025026_901_live,0,expressed_donate_did,0.7932345509529114
20180904-043300_214_live,3,no_express_no_donate,0.8134043693542481
