dataset,dialogue_id,utterance_idx,speaker,split,utterance,intention,donation_amount,donation_made,traditional_summary,scd_summary,scm_summary,binary_label,category
P4G,20180723-042342_809_live,0,ER,train,Hello how do you feel about the Save the Children charity?,Initiate conversation and gauge opinion on Save the Children charity,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,1,EE,train,I think it's a scam,Express skepticism and negative opinion about the charity,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,2,ER,train,"Oh no not at all they do tons of good  is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Defend the charity and provide information about its mission,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,3,EE,train,I don't believe it.,Express disbelief in the charity's legitimacy,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,4,EE,train,There is no way to prove where all those funds go.,Question the transparency of the charity's fund allocation,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,5,EE,train,Plus there are starving children right here in america,Highlight local issues to counter the charity's focus,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,6,ER,train,This is a great organization and I am sure that they would not be allowed to continue the way they do if the money was not going where it is suppose to and every penny being accounted for.,Reaffirm trust in the charity's accountability and transparency,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,7,ER,train,They do so much good in the world yes there are hungry kids here but millions of Syrian children have grown up facing the daily threat of violence.,Emphasize the charity's global impact and the severity of issues it addresses,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,8,ER,train,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",Provide specific data to support the charity's impact,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
P4G,20180723-042342_809_live,9,EE,train,That is all your opinion.,Dismiss the provided information as opinion,0.0,0,"In this conversation, ER and EE debate the legitimacy and impact of the Save the Children charity. ER defends the organization, citing its long history and financial transparency, while EE remains skeptical, questioning the charity's impact and preferring to support local causes. The discussion becomes heated, with ER accusing EE of being selfish and EE insisting on the importance of local contributions. Despite ER's efforts to provide evidence, EE remains unconvinced.","The conversation begins with ER expressing support for a charity, while EE is skeptical and dismissive, believing it to be a scam. ER attempts to persuade EE by providing information and examples of the charity's work, but EE remains unconvinced, emphasizing a lack of trust and preference for local contributions. As the conversation progresses, ER becomes frustrated and accuses EE of being selfish, while EE maintains their stance, valuing visible local impact over larger organizations. The discussion remains contentious, with both parties holding firm to their views.","user1 (ER):
  warmth: low
  competence: high
  explanation: ER demonstrates high competence by providing detailed information and specific data to support their arguments. However, their warmth is perceived as low due to dismissive and confrontational remarks, such as calling the other participant selfish and stupid, which diminishes their perceived empathy and friendliness.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE exhibits low competence by repeatedly dismissing ER's data as opinions without providing substantial evidence to support their own claims. Their warmth is also low, as they remain skeptical and dismissive throughout the conversation, showing little openness to ER's perspective or willingness to engage constructively.",0,no_express_no_donate
